assembly,classification,fastani_ani,fastani_af,closest_placement_ani,closest_placement_af,msa_percent,classification_method,species
SRR9274667.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,99.79,0.91,99.79,0.91,96.43,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9274669.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,97.73,0.79,97.73,0.79,98.11,taxonomic classification defined by topology and ANI,Bacteroides xylanisolvens
SRR9274671.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.27,0.84,98.27,0.84,94.2,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274673.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.66,0.85,98.66,0.85,97.26,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9274674.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron,98.67,0.85,98.67,0.85,97.26,taxonomic classification defined by topology and ANI,Bacteroides thetaiotaomicron
SRR9274678.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.72,0.84,98.72,0.84,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274680.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.72,0.82,98.72,0.82,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274688.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,97.76,0.78,97.76,0.78,98.11,taxonomic classification defined by topology and ANI,Bacteroides xylanisolvens
SRR9274689.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,97.75,0.78,97.75,0.78,98.11,taxonomic classification defined by topology and ANI,Bacteroides xylanisolvens
SRR9274690.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.73,0.84,98.73,0.84,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274694.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,96.86,0.71,96.86,0.71,90.73,taxonomic classification defined by topology and ANI,Bacteroides xylanisolvens
SRR9274695.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,97.83,0.8,97.83,0.8,97.28,taxonomic classification defined by topology and ANI,Bacteroides xylanisolvens
SRR9274701.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.71,0.87,98.71,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274702.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.67,0.87,98.67,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274703.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,99.78,0.92,99.78,0.92,96.43,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9274705.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,99.8,0.91,99.8,0.91,96.43,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9274708.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.26,0.84,98.26,0.84,94.08,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274711.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.3,0.84,98.3,0.84,94.08,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274718.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.81,0.84,97.81,0.84,92.61,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274719.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.87,0.84,97.87,0.84,92.61,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274730.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.87,0.78,98.87,0.78,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9274739.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.86,0.8,98.86,0.8,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9274743.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.9,0.78,98.9,0.78,97.24,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9274744.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.82,0.77,98.82,0.77,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9274745.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.68,0.89,98.68,0.89,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274755.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.99,0.78,98.99,0.78,97.18,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9274759.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.58,0.78,98.58,0.78,97.18,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9274765.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.57,0.78,98.57,0.78,97.08,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9274769.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.98,0.85,97.98,0.85,92.71,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274770.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,99.79,0.9,99.79,0.9,96.43,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9274774.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.96,0.85,97.96,0.85,92.71,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274778.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.6,0.77,98.6,0.77,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9274780.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.6,0.77,98.6,0.77,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9274781.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.66,0.77,98.66,0.77,87.27,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9274784.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.68,0.82,98.68,0.82,92.54,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274786.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,97.71,0.77,97.71,0.77,95.89,taxonomic classification defined by topology and ANI,Bacteroides xylanisolvens
SRR9274793.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.71,0.84,98.71,0.84,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274794.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.66,0.81,98.66,0.81,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274796.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.62,0.81,98.62,0.81,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274798.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.66,0.81,98.66,0.81,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274800.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.65,0.81,98.65,0.81,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274807.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.65,0.89,98.65,0.89,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274808.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.8,0.86,97.8,0.86,92.63,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274813.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,98.0,0.86,98.0,0.86,92.63,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274816.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.96,0.87,97.96,0.87,92.59,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274819.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.63,0.88,98.63,0.88,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274822.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.61,0.87,98.61,0.87,95.63,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274824.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.67,0.87,98.67,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274826.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.69,0.87,98.69,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274829.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.67,0.9,98.67,0.9,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274835.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum,98.97,0.95,98.97,0.95,94.94,taxonomic classification defined by topology and ANI,Bifidobacterium bifidum
SRR9274838.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.6,0.76,98.6,0.76,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9274842.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.56,0.77,98.56,0.77,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9274845.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.61,0.77,98.61,0.77,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9274852.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.59,0.87,98.59,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274862.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.42,0.83,98.42,0.83,93.43,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274872.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,97.23,0.75,97.23,0.75,97.28,taxonomic classification defined by topology and ANI,Bacteroides xylanisolvens
SRR9274874.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,97.74,0.79,97.74,0.79,98.11,taxonomic classification defined by topology and ANI,Bacteroides xylanisolvens
SRR9274875.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.88,0.84,97.88,0.84,92.61,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274879.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.89,0.83,97.89,0.83,92.61,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274882.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.92,0.85,97.92,0.85,94.24,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274896.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens,97.59,0.75,97.59,0.75,84.61,taxonomic classification defined by topology and ANI,Bacteroides xylanisolvens
SRR9274897.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,99.74,0.91,99.74,0.91,96.43,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9274899.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,98.29,0.77,98.29,0.77,96.43,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9274903.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis,98.06,0.77,98.06,0.77,95.63,taxonomic classification defined by topology and ANI,Bacteroides uniformis
SRR9274917.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.51,0.82,98.51,0.82,93.89,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274918.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.48,0.83,98.48,0.83,93.43,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274925.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis,95.85,0.92,95.85,0.92,94.88,taxonomic classification defined by topology and ANI,Bifidobacterium animalis
SRR9274929.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.76,0.83,98.76,0.83,77.88,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274935.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.61,0.87,98.61,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274939.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.67,0.88,98.67,0.88,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274942.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.99,0.86,97.99,0.86,94.24,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274944.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.97,0.86,97.97,0.86,94.24,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274945.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.93,0.86,97.93,0.86,94.24,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274948.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.65,0.87,98.65,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274951.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.95,0.87,97.95,0.87,92.63,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274953.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.65,0.81,98.65,0.81,93.35,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274966.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.25,0.83,98.25,0.83,94.08,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274967.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.36,0.84,98.36,0.84,94.08,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274972.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.91,0.86,97.91,0.86,94.02,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274978.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.95,0.87,97.95,0.87,94.24,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9274983.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.53,0.83,98.53,0.83,93.43,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274984.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.46,0.83,98.46,0.83,93.43,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274985.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.52,0.83,98.52,0.83,93.43,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274987.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.46,0.83,98.46,0.83,93.43,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274988.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.5,0.82,98.5,0.82,94.1,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274990.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.73,0.81,98.73,0.81,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9274992.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.74,0.81,98.74,0.81,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275002.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.65,0.87,98.65,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275004.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.69,0.87,98.69,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275007.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.63,0.87,98.63,0.87,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275011.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.7,0.83,98.7,0.83,95.81,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275015.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.24,0.84,98.24,0.84,94.2,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275018.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.3,0.84,98.3,0.84,94.2,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275023.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.72,0.84,98.72,0.84,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275024.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.72,0.84,98.72,0.84,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275034.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.85,0.84,97.85,0.84,92.61,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275038.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis,97.85,0.84,97.85,0.84,92.61,taxonomic classification defined by topology and ANI,Bifidobacterium adolescentis
SRR9275041.asm1,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum,98.72,0.84,98.72,0.84,95.83,taxonomic classification defined by topology and ANI,Bifidobacterium longum
SRR9275057.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.9,0.77,98.9,0.77,97.18,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
SRR9275060.asm1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus,98.57,0.77,98.57,0.77,98.01,taxonomic classification defined by topology and ANI,Phocaeicola vulgatus
